Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
209G000816 - OB CRIAÇÃO DE PRESSÃO NEGATIVA NA BALNEOTERAPIA OBRA COVID-19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45231112-3, Instalação de sistemas de condutas";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"J. Tição - Instalações Técnicas Especiais Unipessoal, Lda. (505211599)";"1.640,00 €";29-06-2020;29-04-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
3020010503/3003CN/COVID19 - MEDIDA 095 - VISEIRAS;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18142000-6, Viseiras de protecção";Ministério da Defesa Nacional - Marinha (600012662);"ESBOÇO PRINCIPAL, LDA (510691463)";"2.200,00 €";29-06-2020;08-05-2020;8 dias;"Portugal, Setúbal, Almada";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;24-05-2020;"2.200,00 €";S/I;S/I;;Não aplicável.;Não aplicável.;false;;false;
209G000818 - OB criação de zonas de descontaminação  - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45324000-4, Colocação de painéis de gesso cartonado";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";CE GONÇALVES LDA (508657520);"1.853,00 €";29-06-2020;30-04-2020;3 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000737 - OB Intervenção no Serviço de Medicina Intensiva - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45324000-4, Colocação de painéis de gesso cartonado";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";CE GONÇALVES LDA (508657520);"2.610,00 €";29-06-2020;27-04-2020;3 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de material de informática (portáteis) no âmbito do COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30237270-2, Pastas para transporte de computadores portáteis<BR/>30213100-6, Computadores portáteis";Universidade do Porto (501413197);"Divultec, S.a.      (508453259)";"12.430,00 €";29-06-2020;25-06-2020;20 dias;"Portugal, Porto, Porto";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000800 - Fornecimento e montagem de Vidros temperados - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45441000-0, Colocação de vidros";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Francisco J. V. Marques (128779799);"2.670,00 €";29-06-2020;27-04-2020;10 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de material informático (Portáteis, monitores, teclados, ratos e acessórios diversos)  contingência COVID 19";Consulta Prévia;Aquisição de bens móveis;"30000000-9, Máquinas, equipamento e material de escritório e de informática, excepto mobiliário e pacotes de programas (software)";Comissão de Coordenação e Desenvolvimento Regional do Centro (600075613);"TRIFIDA COMERCIO MATERIAL INFORMATICO, LDA (504551663)";"12.760,50 €";29-06-2020;22-05-2020;91 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
201G001483 - COVID-19 TESTE AMPLIF 100 T;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";BIOPORTUGAL QUIMICO FARMACEUTICA (502380543);"140.000,00 €";29-06-2020;23-06-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"REFORÇO DO SERVIÇO DE SEGURANÇA NO HFAR/POLO DO PORTO, NO ÂMBITO DO PLANO DE CONTINGÊNCIA COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS (600010180);"Ronsegur, Rondas e Segurança, Lda (507011724)";"39.027,66 €";28-06-2020;22-04-2020;60 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/Mzk0NTA2;false;
"Aquisição de reagentes para a detecção por PCR de SARS COV 2, para o Serviço de Patologia Clínica do HFAR PL e PP no âmbito do plano de prevenção do COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS (600010180);"Cepheid Iberia S.L.U,. (ESB88063722)";"92.900,00 €";28-06-2020;07-04-2020;60 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/MzkwODQ1;false;
"AQUISIÇÃO DE FARDAMENTO DE CIRCULAÇÃO INTERNA PARA MÉDICOS E ENFERMEIROS NO HFAR, NO ÂMBITO DO PLANO PREVENÇÃO COVID-19";Consulta Prévia;Aquisição de bens móveis;"33199000-1, Vestuário para pessoal médico";ESTADO-MAIOR-GENERAL DAS FORÇAS ARMADAS (600010180);Albino de Sousa Afonso (134859863);"32.430,00 €";28-06-2020;06-05-2020;60 dias;Portugal;"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/MzkyOTE0;false;
"COVID 19 - Aquisição de material e equipamento de proteção individual necessário no âmbito do Plano de Contingência da COVID 19, destinado a todos os serviços de emprego, serviço de formação e polos de formação do Centro de Emprego e Formação Profissional do Médio Tejo";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33741300-9, Desinfectante para as mãos<BR/>39830000-9, Produtos de limpeza<BR/>39533000-7, Tapetes<BR/>34928480-6, Contentores e baldes para lixo e resíduos<BR/>18142000-6, Viseiras de protecção";"Instituto do Emprego e da Formação Profissional, I. P. (501442600)";PEDRO MIGUEL DOS SANTOS MARQUES (217543804);"1.988,48 €";26-06-2020;11-05-2020;45 dias;"Portugal, Santarém, Tomar";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;18-06-2020;"1.988,48 €";N/A;N/A;;Não aplicável.;Não aplicável.;false;;false;
"Dispensador de Álcool/Gel (COVID 19), para o Hospital Distrital da Figueira da Foz, EPE";Consulta Prévia;Aquisição de bens móveis;"39330000-4, Equipamento para desinfecção";"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"SITAPE - Indústria Metalúrgica, S.A. (500251495)";"810,00 €";26-06-2020;26-06-2020;1 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000883 - OB instalação de rede de gases medicinais Ucigeh - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"Linde Portugal, Lda. (500266344)";"9.020,00 €";26-06-2020;14-05-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Criação de um processo de certificação de boas práticas na gestão de riscos biológicos, como meio de promoção internacional da imagem da Madeira como “Covid Safe Tourism Destination”, nos termos melhor descritos no Caderno de Encargos.";Ajuste Direto Regime Geral;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";Associação de Promoção da Região Autónoma da Madeira (511236077);"SGS/International CertiÍication Services Serviços lnternacionais de Certificação, Lda. (504254960)";"26.880,00 €";26-06-2020;21-05-2020;56 dias;"Portugal, Região Autónoma da Madeira";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo, à empresa Eugenio Pereira, no âmbito do COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Eugenio Pereira, Lda (503989525)";"62.500,00 €";26-06-2020;03-06-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de uma bolsa de horas para desenvolvimento de serviços na área da ciência de Dados no âmbito do COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"72000000-5, Serviços de TI: consultoria, desenvolvimento de software, Internet e apoio";Direção-Geral da Saúde (600037100);KOAKI - DATA ANALYTICS (515595497);"9.990,00 €";26-06-2020;26-06-2020;35 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;21-07-2020;"9.990,00 €";"Verificou-se que a bolsa de horas inicialmente contratada para estes serviços foi utilizada na totalidade antes do prazo previsto para a cessação do contrato, devido ao desenvolvimento de trabalhos mais intensivo do que o esperado.";;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços de um designer para apoio gráfico nos materiais de suporte à realização de vídeos de esclarecimentos sobre COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"79900000-3, Serviços empresariais diversos e afins";Direção-Geral da Saúde (600037100);"Memorando Audiovisuais, Lda. (Malagueta) (508516650)";"15.700,00 €";26-06-2020;24-06-2020;6 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G001058 - OB fornecimento de 2 divisórias - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45421141-4, Instalação de divisórias";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";CE GONÇALVES LDA (508657520);"3.940,00 €";26-06-2020;26-06-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Luvas de Nitrilo (tamanhos M e L), à empresa Enerre, no âmbito do COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"ENERRE-PRODUCOES E REPRESENTACOES, LDA (500732680)";"75.000,00 €";26-06-2020;09-06-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000824 - OB Instalações eletricas Ucigeh - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45310000-3, Obras de instalação eléctrica";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"Pontiluz, Lda. (501989048)";"9.993,30 €";26-06-2020;06-05-2020;4 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000948 - OB Construção sala pressão negativa para gabinete - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45453100-8, Obras de recuperação";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";CE GONÇALVES LDA (508657520);"4.102,00 €";26-06-2020;26-06-2020;10 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000819 - OB Fornecimento e instalação sinalética elevadores Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45233294-6, Instalação de sinalização rodoviária";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"INFORTIPO, LDA. (502964472)";"2.189,00 €";26-06-2020;06-05-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de serviços para aplicação de testes RT PCR para COVID19.;Ajuste Direto Regime Geral;Aquisição de serviços;"85100000-0, Serviços de saúde";Município de Lagos (505170876);AD-ABC-Ass.p/Desenv.C.Acad.Inv.e Form.Bioméd.Alg (514997133);"50.000,00 €";26-06-2020;24-06-2020;90 dias;"Portugal, Faro, Lagos";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;18-11-2020;"50.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
209G000808 - OB fornecimento instalação Proteção em acrílico - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45421141-4, Instalação de divisórias";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Francisco J. V. Marques (128779799);"470,00 €";26-06-2020;06-05-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição módulos pré-fabricados para criação de área de isolamento Covid-19, para assistente de praia e para arrumos para a Praia Fluvial de Cinco Reis";Ajuste Direto Regime Geral;Aquisição de bens móveis;"39300000-5, Equipamento diverso";Município de Beja (504884620);"Vibeiras - Sociedade Comercial de Plantas, S.A. (502050942)";"19.755,00 €";26-06-2020;23-06-2020;15 dias;"Portugal, Beja, Beja";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
ISEC - PC 162 - AQUISICAO DE MATERIAL DE PROTECAO - COVID 19 ;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35113400-3, Vestuário de protecção e segurança";Instituto Politécnico de Coimbra (600027350);Salutec - Serviços e Equipamentos Saúde (506380408);"19.991,04 €";26-06-2020;19-05-2020;15 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;19-06-2020;"19.991,04 €";Não houve alteração do prazo de entrega por parte do fornecedor.;;;Não aplicável.;Não aplicável.;false;;false;
Contrato de aquisição de máscaras de Protecção contra COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"35121000-8, Equipamento de segurança e protecção";Freguesia do Lumiar (508415110);"FRADELSPORT - CASA DE DESPORTO DE FRADELOS, LDA. (507783905)";"31.040,00 €";26-06-2020;28-04-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AÇÔES PONTUAIS de HIGIENIZAÇÃO E DESINFEÇÃO a instalações contaminadas de COVID 19.;Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Município de Cascais (505187531);"Ferrovial Serviços, S.A. (503307483)";"28.200,00 €";26-06-2020;22-06-2020;60 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDA1ODM5;false;
Aquisição de Serviços de Emissão de Parecer Jurídico Especializado sobre a constitucionalidade e legalidade de imposição de confinamento obrigatório a todos os passageiros e tripulantes que desembarcam nos aeroportos da Região Autónoma da Madeira por razoes de saúde publica e com o escopo de contenção da pandemia  COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"79100000-5, Serviços jurídicos";Vice-Presidência do Governo Regional e dos Assuntos Parlamentares da Região Autónoma da Madeira (671001310);"PLMJ Advogados, SP, RL (502289929)";"20.000,00 €";26-06-2020;22-06-2020;30 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos e artigo 4.º, nº 1 do DLR nº 34/2008/M, de 14.08";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000725 - OB Trabalhos de serralharia - Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45441000-0, Colocação de vidros";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Francisco J. V. Marques (128779799);"9.800,00 €";26-06-2020;21-04-2020;4 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aqusição de bens necessários para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"35000000-4, Equipamento de segurança, combate a incêndios, polícia e defesa";Município de Valpaços (506874320);"Adalchimia, Lda. Farmácia Paula  (513358714)";"400,00 €";26-06-2020;26-06-2020;3 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aqusição de bens necessários para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"35000000-4, Equipamento de segurança, combate a incêndios, polícia e defesa";Município de Valpaços (506874320);"Adalchimia, Lda. Farmácia Paula  (513358714)";"1.242,00 €";26-06-2020;26-06-2020;3 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aqusição de bens necessários para a proteção e combate à COVID-19;Consulta Prévia;Aquisição de bens móveis;"35000000-4, Equipamento de segurança, combate a incêndios, polícia e defesa";Município de Valpaços (506874320);"Adalchimia, Lda. - Farmácia Paula  (513358714)";"2.311,00 €";26-06-2020;26-06-2020;3 dias;"Portugal, Vila Real, Valpaços";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Procedimento centralizado pela SG PCM para a aquisição de material de proteção por causa do COVID-19 (gel desinfetante);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Comissão de Coordenação e Desenvolvimento Regional do Algarve (600075818);"Biosog, SA (510615465)";"281,47 €";25-06-2020;04-06-2020;7 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Procedimento centralizado pela SG PCM para a aquisição de material de proteção por causa do COVID-19 (Viseiras);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Comissão de Coordenação e Desenvolvimento Regional do Algarve (600075818);"Peixotos Informática, Lda (501641335)";"97,50 €";25-06-2020;02-06-2020;7 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Procedimento Centralizado pela SG PCM - Aquisição de consumíveis de proteção (máscaras) por causa do COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Comissão de Coordenação e Desenvolvimento Regional do Algarve (600075818);"Regive - Comércio de Equipamentos Informáticos,Lda (502984945)";"3.075,00 €";25-06-2020;03-06-2020;15 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G000776 - OB fornecimento e instalação Proteções acrlicas  - COVID 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45421141-4, Instalação de divisórias";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Francisco J. V. Marques (128779799);"902,00 €";25-06-2020;23-04-2020;5 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";"ROCHE FARMACÊUTICA QUIMICA, LDA. (500233810)";"191,20 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";DIMOR LUSITANA (500730741);"111,00 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";PROCLIN. - EQUIPAMENTOS E PRODUTOS CLINICOS (500222665);"48,24 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";"SPC SOUTH PONT CARE ESPECIALIDADES FARMACÊUTICAS, LDA (508284872)";"359,52 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";LILLY PORTUGAL - PRODUTOS FARMACEUTICOS (500165602);"89,16 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
ADU Nº 2331220 - MATERIAL PROTEÇÃO - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA. (510533515)";"3.132,55 €";25-06-2020;01-04-2020;20 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
ADU Nº 2360920 - MATERIAL DE PROTEÇÃO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA. (510533515)";"2.361,00 €";25-06-2020;21-04-2020;20 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
COMPRA URGENTE - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"Instituto Português de Oncologia de Coimbra Francisco Gentil, E. P. E. (506361438)";"SANOFI-Produtos Farmacêuticos, Lda. (500134960)";"110,22 €";25-06-2020;13-03-2020;294 dias;"Portugal, Coimbra, Coimbra";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição Fatos de Proteção Completos, no âmbito do COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE,";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"ENERRE-PRODUCOES E REPRESENTACOES, LDA (500732680)";"130.000,00 €";25-06-2020;20-05-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de equipamento de proteção individual (EPI), no âmbito das medidas decretadas relativas à situação epidemiológica COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";Direção-Geral do Património Cultural (600084914);"Sogenave - Sociedade Geral de Abastecimentos ? Navegaç?o e Indústria Hoteleira, SA (500271518)";"36.994,45 €";25-06-2020;14-05-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Batas impermeáveis, à empresa Enerre, no âmbito do plano de contingência, mitigação e tratamento do vírus COVID-19, para o Hospital Prof. Dr. Fernando Fonseca, EPE";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"ENERRE-PRODUCOES E REPRESENTACOES, LDA (500732680)";"325.000,00 €";25-06-2020;20-05-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Serviços de  suporte e disponibilização nacional da solução de teleconsultas LIVE adicionais no âmbito da pandemia COVID19;Ajuste Direto Regime Geral;Aquisição de serviços;"72500000-0, Serviços relacionados com a informática";"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)";Whymob (510856101);"24.996,78 €";25-06-2020;15-06-2020;15 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;19-10-2020;"24.996,78 €";;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1167775;false;
